Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
691	Spectrogram 1	1	sgl11_20170528_190011.wav	1809	1812	150	15000	bawwar	Black-and-white Warbler	0.457125603358766	1
694	Spectrogram 1	1	sgl11_20170528_190011.wav	1875	1878	150	15000	bawwar	Black-and-white Warbler	0.996850847477218	1
695	Spectrogram 1	1	sgl11_20170528_190011.wav	1878	1881	150	15000	bawwar	Black-and-white Warbler	0.85214976798312	1
710	Spectrogram 1	1	sgl11_20170528_190011.wav	1902	1905	150	15000	bawwar	Black-and-white Warbler	0.367928355899976	1
737	Spectrogram 1	1	sgl11_20170528_190011.wav	1959	1962	150	15000	bawwar	Black-and-white Warbler	0.614699926849787	1
740	Spectrogram 1	1	sgl11_20170528_190011.wav	1965	1968	150	15000	bawwar	Black-and-white Warbler	0.362675585261938	2
773	Spectrogram 1	1	sgl11_20170528_190011.wav	1986	1989	150	15000	bawwar	Black-and-white Warbler	0.213769191570446	2
930	Spectrogram 1	1	sgl11_20170528_190011.wav	252	255	150	15000	bawwar	Black-and-white Warbler	0.422110708005615	1
944	Spectrogram 1	1	sgl11_20170528_190011.wav	279	282	150	15000	bawwar	Black-and-white Warbler	0.502788705120154	1
951	Spectrogram 1	1	sgl11_20170528_190011.wav	288	291	150	15000	bawwar	Black-and-white Warbler	0.286524068473009	2
953	Spectrogram 1	1	sgl11_20170528_190011.wav	291	294	150	15000	bawwar	Black-and-white Warbler	0.897664943500254	1
1257	Spectrogram 1	1	sgl11_20170528_190011.wav	342	345	150	15000	bawwar	Black-and-white Warbler	0.89438999793112	1
1260	Spectrogram 1	1	sgl11_20170528_190011.wav	354	357	150	15000	bawwar	Black-and-white Warbler	0.282003124630642	1
1263	Spectrogram 1	1	sgl11_20170528_190011.wav	357	360	150	15000	bawwar	Black-and-white Warbler	0.76795535504018	1
1267	Spectrogram 1	1	sgl11_20170528_190011.wav	306	309	150	15000	bawwar	Black-and-white Warbler	0.207581075972162	2
1268	Spectrogram 1	1	sgl11_20170528_190011.wav	309	312	150	15000	bawwar	Black-and-white Warbler	0.781140601261153	1
1499	Spectrogram 1	1	sgl11_20170528_190011.wav	372	375	150	15000	bawwar	Black-and-white Warbler	0.917719359584519	1
1507	Spectrogram 1	1	sgl11_20170528_190011.wav	390	393	150	15000	bawwar	Black-and-white Warbler	0.8725053717796	1
1510	Spectrogram 1	1	sgl11_20170528_190011.wav	393	396	150	15000	bawwar	Black-and-white Warbler	0.975039114042274	1
1512	Spectrogram 1	1	sgl11_20170528_190011.wav	402	405	150	15000	bawwar	Black-and-white Warbler	0.841429328722898	1
1522	Spectrogram 1	1	sgl11_20170528_190011.wav	441	444	150	15000	bawwar	Black-and-white Warbler	0.992454271996797	1
1523	Spectrogram 1	1	sgl11_20170528_190011.wav	423	426	150	15000	bawwar	Black-and-white Warbler	0.888819237744908	1
1526	Spectrogram 1	1	sgl11_20170528_190011.wav	453	456	150	15000	bawwar	Black-and-white Warbler	0.851422163778535	1
1528	Spectrogram 1	1	sgl11_20170528_190011.wav	456	459	150	15000	bawwar	Black-and-white Warbler	0.964699942757487	1
1529	Spectrogram 1	1	sgl11_20170528_190011.wav	471	474	150	15000	bawwar	Black-and-white Warbler	0.523232600656653	1
1536	Spectrogram 1	1	sgl11_20170528_190011.wav	498	501	150	15000	bawwar	Black-and-white Warbler	0.589599516040295	1
1539	Spectrogram 1	1	sgl11_20170528_190011.wav	501	504	150	15000	bawwar	Black-and-white Warbler	0.957422618193383	1
1541	Spectrogram 1	1	sgl11_20170528_190011.wav	516	519	150	15000	bawwar	Black-and-white Warbler	0.875487643072194	1
1542	Spectrogram 1	1	sgl11_20170528_190011.wav	519	522	150	15000	bawwar	Black-and-white Warbler	0.930875732079424	1
1547	Spectrogram 1	1	sgl11_20170528_190011.wav	576	579	150	15000	bawwar	Black-and-white Warbler	0.399871607738467	1
